subject,predicate,object,source,confidence
m_37001_obesity_pct,location,37001,CHR,0.75
m_37001_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37001_obesity_pct,value,38.0,CHR,0.75
m_37001_obesity_pct,unit,percent,CHR,0.75
m_37001_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37001_diabetes_pct,location,37001,CHR,0.75
m_37001_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37001_diabetes_pct,value,11.3,CHR,0.75
m_37001_diabetes_pct,unit,percent,CHR,0.75
m_37001_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37001_mental_health_days,location,37001,CHR,0.75
m_37001_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37001_mental_health_days,value,5.1132514682,CHR,0.75
m_37001_mental_health_days,unit,days,CHR,0.75
m_37001_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37001_physical_health_days,location,37001,CHR,0.75
m_37001_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37001_physical_health_days,value,4.1248293062,CHR,0.75
m_37001_physical_health_days,unit,days,CHR,0.75
m_37001_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37001_physical_inactivity_pct,location,37001,CHR,0.75
m_37001_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37001_physical_inactivity_pct,value,25.8,CHR,0.75
m_37001_physical_inactivity_pct,unit,percent,CHR,0.75
m_37001_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37001_excessive_drinking_pct,location,37001,CHR,0.75
m_37001_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37001_excessive_drinking_pct,value,19.589262277,CHR,0.75
m_37001_excessive_drinking_pct,unit,percent,CHR,0.75
m_37001_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37001_uninsured_pct,location,37001,CHR,0.75
m_37001_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37001_uninsured_pct,value,12.580197056,CHR,0.75
m_37001_uninsured_pct,unit,percent,CHR,0.75
m_37001_pm25,rdf:type,Measurement,CHR,0.75
m_37001_pm25,location,37001,CHR,0.75
m_37001_pm25,indicator,pm25,CHR,0.75
m_37001_pm25,value,7.4,CHR,0.75
m_37001_pm25,unit,μg/m³,CHR,0.75
m_37003_population,rdf:type,Measurement,Census,0.95
m_37003_population,location,37003,Census,0.95
m_37003_population,indicator,population,Census,0.95
m_37003_population,value,36505,Census,0.95
m_37003_population,unit,count,Census,0.95
m_37003_median_income,rdf:type,Measurement,Census,0.95
m_37003_median_income,location,37003,Census,0.95
m_37003_median_income,indicator,median_income,Census,0.95
m_37003_median_income,value,62764,Census,0.95
m_37003_median_income,unit,USD,Census,0.95
m_37003_poverty_rate,rdf:type,Measurement,Census,0.95
m_37003_poverty_rate,location,37003,Census,0.95
m_37003_poverty_rate,indicator,poverty_rate,Census,0.95
m_37003_poverty_rate,value,12.249379687990189,Census,0.95
m_37003_poverty_rate,unit,percent,Census,0.95
m_37003_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37003_unemployment_rate,location,37003,Census,0.95
m_37003_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37003_unemployment_rate,value,5.583034851327534,Census,0.95
m_37003_unemployment_rate,unit,percent,Census,0.95
m_37003_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37003_unemployment_pct,location,37003,CHR,0.75
m_37003_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37003_unemployment_pct,value,3.2198967412,CHR,0.75
m_37003_unemployment_pct,unit,percent,CHR,0.75
m_37003_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37003_child_poverty_pct,location,37003,CHR,0.75
m_37003_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37003_child_poverty_pct,value,17.4,CHR,0.75
m_37003_child_poverty_pct,unit,percent,CHR,0.75
m_37003_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37003_education_bachelor_pct,location,37003,Census,0.95
m_37003_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37003_education_bachelor_pct,value,14.571797011302435,Census,0.95
m_37003_education_bachelor_pct,unit,percent,Census,0.95
m_37003_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37003_some_college_pct,location,37003,CHR,0.75
m_37003_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37003_some_college_pct,value,52.521154515,CHR,0.75
m_37003_some_college_pct,unit,percent,CHR,0.75
m_37003_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37003_obesity_pct,location,37003,CHR,0.75
m_37003_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37003_obesity_pct,value,33.8,CHR,0.75
m_37003_obesity_pct,unit,percent,CHR,0.75
m_37003_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37003_diabetes_pct,location,37003,CHR,0.75
m_37003_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37003_diabetes_pct,value,9.7,CHR,0.75
m_37003_diabetes_pct,unit,percent,CHR,0.75
m_37003_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37003_mental_health_days,location,37003,CHR,0.75
m_37003_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37003_mental_health_days,value,5.2668186957,CHR,0.75
m_37003_mental_health_days,unit,days,CHR,0.75
m_37003_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37003_physical_health_days,location,37003,CHR,0.75
m_37003_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37003_physical_health_days,value,4.1850326423,CHR,0.75
m_37003_physical_health_days,unit,days,CHR,0.75
m_37003_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37003_physical_inactivity_pct,location,37003,CHR,0.75
m_37003_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37003_physical_inactivity_pct,value,22.7,CHR,0.75
m_37003_physical_inactivity_pct,unit,percent,CHR,0.75
m_37003_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37003_excessive_drinking_pct,location,37003,CHR,0.75
m_37003_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37003_excessive_drinking_pct,value,20.563716948,CHR,0.75
m_37003_excessive_drinking_pct,unit,percent,CHR,0.75
m_37003_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37003_uninsured_pct,location,37003,CHR,0.75
m_37003_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37003_uninsured_pct,value,11.926506544,CHR,0.75
m_37003_uninsured_pct,unit,percent,CHR,0.75
m_37003_pm25,rdf:type,Measurement,CHR,0.75
m_37003_pm25,location,37003,CHR,0.75
m_37003_pm25,indicator,pm25,CHR,0.75
m_37003_pm25,value,7.7,CHR,0.75
m_37003_pm25,unit,μg/m³,CHR,0.75
m_37005_population,rdf:type,Measurement,Census,0.95
m_37005_population,location,37005,Census,0.95
m_37005_population,indicator,population,Census,0.95
m_37005_population,value,10989,Census,0.95
m_37005_population,unit,count,Census,0.95
m_37005_median_income,rdf:type,Measurement,Census,0.95
m_37005_median_income,location,37005,Census,0.95
m_37005_median_income,indicator,median_income,Census,0.95
m_37005_median_income,value,42115,Census,0.95
m_37005_median_income,unit,USD,Census,0.95
m_37005_poverty_rate,rdf:type,Measurement,Census,0.95
m_37005_poverty_rate,location,37005,Census,0.95
m_37005_poverty_rate,indicator,poverty_rate,Census,0.95
m_37005_poverty_rate,value,19.549632352941178,Census,0.95
m_37005_poverty_rate,unit,percent,Census,0.95
m_37005_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37005_unemployment_rate,location,37005,Census,0.95
m_37005_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37005_unemployment_rate,value,5.31983631272884,Census,0.95
m_37005_unemployment_rate,unit,percent,Census,0.95
m_37005_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37005_unemployment_pct,location,37005,CHR,0.75
m_37005_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37005_unemployment_pct,value,4.4772620722,CHR,0.75
m_37005_unemployment_pct,unit,percent,CHR,0.75
m_37005_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37005_child_poverty_pct,location,37005,CHR,0.75
m_37005_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37005_child_poverty_pct,value,24.5,CHR,0.75
m_37005_child_poverty_pct,unit,percent,CHR,0.75
m_37005_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37005_education_bachelor_pct,location,37005,Census,0.95
m_37005_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37005_education_bachelor_pct,value,19.511048425011754,Census,0.95
m_37005_education_bachelor_pct,unit,percent,Census,0.95
m_37005_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37005_some_college_pct,location,37005,CHR,0.75
m_37005_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37005_some_college_pct,value,52.548488949,CHR,0.75
m_37005_some_college_pct,unit,percent,CHR,0.75
m_37005_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37005_obesity_pct,location,37005,CHR,0.75
m_37005_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37005_obesity_pct,value,36.6,CHR,0.75
m_37005_obesity_pct,unit,percent,CHR,0.75
m_37005_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37005_diabetes_pct,location,37005,CHR,0.75
m_37005_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37005_diabetes_pct,value,11.1,CHR,0.75
m_37005_diabetes_pct,unit,percent,CHR,0.75
m_37005_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37005_mental_health_days,location,37005,CHR,0.75
m_37005_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37005_mental_health_days,value,5.5497508392,CHR,0.75
m_37005_mental_health_days,unit,days,CHR,0.75
m_37005_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37005_physical_health_days,location,37005,CHR,0.75
m_37005_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37005_physical_health_days,value,4.6375572096,CHR,0.75
m_37005_physical_health_days,unit,days,CHR,0.75
m_37005_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37005_physical_inactivity_pct,location,37005,CHR,0.75
m_37005_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37005_physical_inactivity_pct,value,27.2,CHR,0.75
m_37005_physical_inactivity_pct,unit,percent,CHR,0.75
m_37005_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37005_excessive_drinking_pct,location,37005,CHR,0.75
m_37005_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37005_excessive_drinking_pct,value,19.395531165,CHR,0.75
m_37005_excessive_drinking_pct,unit,percent,CHR,0.75
m_37005_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37005_uninsured_pct,location,37005,CHR,0.75
m_37005_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37005_uninsured_pct,value,17.302539237,CHR,0.75
m_37005_uninsured_pct,unit,percent,CHR,0.75
m_37005_pm25,rdf:type,Measurement,CHR,0.75
m_37005_pm25,location,37005,CHR,0.75
m_37005_pm25,indicator,pm25,CHR,0.75
m_37005_pm25,value,6.4,CHR,0.75
m_37005_pm25,unit,μg/m³,CHR,0.75
m_37007_population,rdf:type,Measurement,Census,0.95
m_37007_population,location,37007,Census,0.95
m_37007_population,indicator,population,Census,0.95
m_37007_population,value,22200,Census,0.95
m_37007_population,unit,count,Census,0.95
m_37007_median_income,rdf:type,Measurement,Census,0.95
m_37007_median_income,location,37007,Census,0.95
m_37007_median_income,indicator,median_income,Census,0.95
m_37007_median_income,value,42000,Census,0.95
m_37007_median_income,unit,USD,Census,0.95
m_37007_poverty_rate,rdf:type,Measurement,Census,0.95
m_37007_poverty_rate,location,37007,Census,0.95
m_37007_poverty_rate,indicator,poverty_rate,Census,0.95
m_37007_poverty_rate,value,19.34734239802225,Census,0.95
m_37007_poverty_rate,unit,percent,Census,0.95
m_37007_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37007_unemployment_rate,location,37007,Census,0.95
m_37007_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37007_unemployment_rate,value,6.420150053590568,Census,0.95
m_37007_unemployment_rate,unit,percent,Census,0.95
m_37007_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37007_unemployment_pct,location,37007,CHR,0.75
m_37007_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37007_unemployment_pct,value,4.033908214,CHR,0.75
m_37007_unemployment_pct,unit,percent,CHR,0.75
m_37007_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37007_child_poverty_pct,location,37007,CHR,0.75
m_37007_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37007_child_poverty_pct,value,33.0,CHR,0.75
m_37007_child_poverty_pct,unit,percent,CHR,0.75
m_37007_education_bachelor_pct,rdf:type,Measurement,Census,0.95
m_37007_education_bachelor_pct,location,37007,Census,0.95
m_37007_education_bachelor_pct,indicator,education_bachelor_pct,Census,0.95
m_37007_education_bachelor_pct,value,10.96896770107663,Census,0.95
m_37007_education_bachelor_pct,unit,percent,Census,0.95
m_37007_some_college_pct,rdf:type,Measurement,CHR,0.75
m_37007_some_college_pct,location,37007,CHR,0.75
m_37007_some_college_pct,indicator,some_college_pct,CHR,0.75
m_37007_some_college_pct,value,34.853126689,CHR,0.75
m_37007_some_college_pct,unit,percent,CHR,0.75
m_37007_obesity_pct,rdf:type,Measurement,CHR,0.75
m_37007_obesity_pct,location,37007,CHR,0.75
m_37007_obesity_pct,indicator,obesity_pct,CHR,0.75
m_37007_obesity_pct,value,43.1,CHR,0.75
m_37007_obesity_pct,unit,percent,CHR,0.75
m_37007_diabetes_pct,rdf:type,Measurement,CHR,0.75
m_37007_diabetes_pct,location,37007,CHR,0.75
m_37007_diabetes_pct,indicator,diabetes_pct,CHR,0.75
m_37007_diabetes_pct,value,13.9,CHR,0.75
m_37007_diabetes_pct,unit,percent,CHR,0.75
m_37007_mental_health_days,rdf:type,Measurement,CHR,0.75
m_37007_mental_health_days,location,37007,CHR,0.75
m_37007_mental_health_days,indicator,mental_health_days,CHR,0.75
m_37007_mental_health_days,value,5.4290528787,CHR,0.75
m_37007_mental_health_days,unit,days,CHR,0.75
m_37007_physical_health_days,rdf:type,Measurement,CHR,0.75
m_37007_physical_health_days,location,37007,CHR,0.75
m_37007_physical_health_days,indicator,physical_health_days,CHR,0.75
m_37007_physical_health_days,value,4.6579656971,CHR,0.75
m_37007_physical_health_days,unit,days,CHR,0.75
m_37007_physical_inactivity_pct,rdf:type,Measurement,CHR,0.75
m_37007_physical_inactivity_pct,location,37007,CHR,0.75
m_37007_physical_inactivity_pct,indicator,physical_inactivity_pct,CHR,0.75
m_37007_physical_inactivity_pct,value,29.0,CHR,0.75
m_37007_physical_inactivity_pct,unit,percent,CHR,0.75
m_37007_excessive_drinking_pct,rdf:type,Measurement,CHR,0.75
m_37007_excessive_drinking_pct,location,37007,CHR,0.75
m_37007_excessive_drinking_pct,indicator,excessive_drinking_pct,CHR,0.75
m_37007_excessive_drinking_pct,value,16.409779062,CHR,0.75
m_37007_excessive_drinking_pct,unit,percent,CHR,0.75
m_37007_uninsured_pct,rdf:type,Measurement,CHR,0.75
m_37007_uninsured_pct,location,37007,CHR,0.75
m_37007_uninsured_pct,indicator,uninsured_pct,CHR,0.75
m_37007_uninsured_pct,value,12.467216785,CHR,0.75
m_37007_uninsured_pct,unit,percent,CHR,0.75
m_37007_pm25,rdf:type,Measurement,CHR,0.75
m_37007_pm25,location,37007,CHR,0.75
m_37007_pm25,indicator,pm25,CHR,0.75
m_37007_pm25,value,7.5,CHR,0.75
m_37007_pm25,unit,μg/m³,CHR,0.75
m_37009_population,rdf:type,Measurement,Census,0.95
m_37009_population,location,37009,Census,0.95
m_37009_population,indicator,population,Census,0.95
m_37009_population,value,26759,Census,0.95
m_37009_population,unit,count,Census,0.95
m_37009_median_income,rdf:type,Measurement,Census,0.95
m_37009_median_income,location,37009,Census,0.95
m_37009_median_income,indicator,median_income,Census,0.95
m_37009_median_income,value,49176,Census,0.95
m_37009_median_income,unit,USD,Census,0.95
m_37009_poverty_rate,rdf:type,Measurement,Census,0.95
m_37009_poverty_rate,location,37009,Census,0.95
m_37009_poverty_rate,indicator,poverty_rate,Census,0.95
m_37009_poverty_rate,value,14.117202268431,Census,0.95
m_37009_poverty_rate,unit,percent,Census,0.95
m_37009_unemployment_rate,rdf:type,Measurement,Census,0.95
m_37009_unemployment_rate,location,37009,Census,0.95
m_37009_unemployment_rate,indicator,unemployment_rate,Census,0.95
m_37009_unemployment_rate,value,5.097657832887592,Census,0.95
m_37009_unemployment_rate,unit,percent,Census,0.95
m_37009_unemployment_pct,rdf:type,Measurement,CHR,0.75
m_37009_unemployment_pct,location,37009,CHR,0.75
m_37009_unemployment_pct,indicator,unemployment_pct,CHR,0.75
m_37009_unemployment_pct,value,3.0031201248,CHR,0.75
m_37009_unemployment_pct,unit,percent,CHR,0.75
m_37009_child_poverty_pct,rdf:type,Measurement,CHR,0.75
m_37009_child_poverty_pct,location,37009,CHR,0.75
m_37009_child_poverty_pct,indicator,child_poverty_pct,CHR,0.75
m_37009_child_poverty_pct,value,22.0,CHR,0.75
